target,src_fm,rule_label,zero_shot_pred,few_shot_pred
"@Test public void createNameCountryStrictMatchVoter() { AffOrgMatchVoter voter = AffOrgMatchVotersFactory.createNameCountryStrictMatchVoter(matchStrength, getOrgNamesFunction); assertEquals(matchStrength, voter.getMatchStrength(), PRECISION); assertTrue(voter instanceof CompositeMatchVoter); assertInternalVotersCount(voter, 2); assertTrue(getInternalVoter(voter, 0) instanceof CountryCodeStrictMatchVoter); assertOrgNameVoter(getInternalVoter(voter, 1), NameStrictWithCharFilteringMatchVoter.class, getOrgNamesFunction); List<Character> charsToFilter = Whitebox.getInternalState(getInternalVoter(voter, 1), ""charsToFilter""); assertEquals(ImmutableList.of(',', ';'), charsToFilter); }","public static AffOrgMatchVoter createNameCountryStrictMatchVoter(float matchStrength, Function<AffMatchOrganization, List<String>> getOrgNamesFunction) { NameStrictWithCharFilteringMatchVoter orgNameVoter = new NameStrictWithCharFilteringMatchVoter(ImmutableList.of(',', ';')); orgNameVoter.setGetOrgNamesFunction(getOrgNamesFunction); CompositeMatchVoter voter = new CompositeMatchVoter(ImmutableList.of(new CountryCodeStrictMatchVoter(), orgNameVoter)); voter.setMatchStrength(matchStrength); return voter; }",CLEAN,CLEAN,CLEAN
"@Test void spliterator_characteristics_nonNull() { Spliterator<Item> spliterator = build(mock(AmazonDynamoDB.class), initialRequest(MAX_SEGMENTS)).spliterator(); assertThat(spliterator.characteristics()).isEqualTo(Spliterator.NONNULL); }","@Override protected Spliterator<T> spliterator() { if (iterationStarted) { throw new IllegalStateException(""ParallelScanReadResult can only be iterated once.""); } iterationStarted = true; return nextSplit(scanRequest); }",NOISE,CLEAN,CLEAN
"@Test public void testNameValueListParseEscaped() { ByteSequence buf = ContentUtil.encode( ""test1 = \""\\\""stuff\\\""\""; test2= \""\\\\\""; test3 = \""stuff; stuff\""""); ParserCursor cursor = new ParserCursor(0, buf.length()); List<NameValuePair> params = parser.parseParameters(buf, cursor); org.junit.Assert.assertEquals(3, params.size()); org.junit.Assert.assertEquals(""test1"", params.get(0).getName()); org.junit.Assert.assertEquals(""\""stuff\"""", params.get(0).getValue()); org.junit.Assert.assertEquals(""test2"", params.get(1).getName()); org.junit.Assert.assertEquals(""\\"", params.get(1).getValue()); org.junit.Assert.assertEquals(""test3"", params.get(2).getName()); org.junit.Assert.assertEquals(""stuff; stuff"", params.get(2).getValue()); }","public List<NameValuePair> parseParameters(final ByteSequence buf, final ParserCursor cursor) { List<NameValuePair> params = new ArrayList<NameValuePair>(); skipWhiteSpace(buf, cursor); while (!cursor.atEnd()) { NameValuePair param = parseParameter(buf, cursor); params.add(param); } return params; }",CLEAN,CLEAN,CLEAN
@Test public void createNameMainSectionHashBucketMatcherVoters() { List<AffOrgMatchVoter> voters = MainSectionHashBucketMatcherFactory.createNameMainSectionHashBucketMatcherVoters(); assertNameMainSectionHashBucketMatcherVoters(voters); },"public static ImmutableList<AffOrgMatchVoter> createNameMainSectionHashBucketMatcherVoters() { return ImmutableList.of( createNameCountryStrictMatchVoter(0.981f, new GetOrgNameFunction()), createNameStrictCountryLooseMatchVoter(0.966f, new GetOrgNameFunction()), createSectionedNameStrictCountryLooseMatchVoter(0.988f, new GetOrgNameFunction()), createSectionedNameLevenshteinCountryLooseMatchVoter(0.983f, new GetOrgNameFunction()), createSectionedNameStrictCountryLooseMatchVoter(0.937f, new GetOrgShortNameFunction()) ); }",CLEAN,CLEAN,CLEAN
"@Test public void pickDocument_WITHOUT_RESEARCH_ARTICLE() throws Exception { DocumentMetadata firstDocument = new DocumentMetadata(""id-1"", null, null, Lists.newArrayList()); DocumentMetadata secondDocument = new DocumentMetadata(""id-2"", null, null, Lists.newArrayList()); DocumentMetadata thirdDocument = new DocumentMetadata(""id-3"", null, null, Lists.newArrayList()); Iterable<DocumentMetadata> documents = Lists.newArrayList(firstDocument, secondDocument, thirdDocument); DocumentMetadata retDocument = documentPickFunction.call(documents); assertEquals(thirdDocument, retDocument); }","@Override public DocumentMetadata call(Iterable<DocumentMetadata> documents) throws Exception { Iterator<DocumentMetadata> it = documents.iterator(); DocumentMetadata current = null; while(it.hasNext()) { DocumentMetadata docMeta = it.next(); if (StringUtils.equals(docMeta.getPublicationTypeName(), ""research-article"")) { return docMeta; } current = docMeta; } return current; }",NOISE,CLEAN,CLEAN
"@Test public void testGetValueAfterFiled() { Column col1 = new Column(""city1"", ""String""); Column col2 = new Column(""city2"", ""String""); List<Column> columns = new ArrayList<>(); columns.add(col1); columns.add(col2); DataSet dataset = new DataSet(columns); Record record1 = new Record(); record1.setId(1); Attribute att1 = new Attribute(record1, col1, ""value1""); Attribute att2 = new Attribute(record1, col2, ""value2""); record1.putAttribute(""city1"", att1); record1.putAttribute(""city2"", att2); col1.putAttribute(record1, att1); col2.putAttribute(record1, att2); dataset.getRecordList().add(record1); record1 = new Record(); record1.setId(2); att1 = new Attribute(record1, col1, ""value3""); att2 = new Attribute(record1, col2, ""value4""); record1.putAttribute(""city1"", att1); record1.putAttribute(""city2"", att2); col1.putAttribute(record1, att1); col2.putAttribute(record1, att2); dataset.getRecordList().add(record1); List<Integer> conflictRowNum = new ArrayList<>(); conflictRowNum.add(0); dataset.getConflictDataMap().get().put(""city2"", conflictRowNum); Map<String, Integer> columnIndexMap = new HashMap<>(); columnIndexMap.put(""city1"", 0); columnIndexMap.put(""city2"", 1); List<HashSet<String>> conflictList = dataset.getConflictList(); HashSet<String> hashSet = new HashSet<>(); hashSet.add(""city1""); hashSet.add(""city2""); conflictList.add(hashSet); hashSet = new HashSet<>(); hashSet.add(""city1""); hashSet.add(""city2""); conflictList.add(hashSet); SubDataSet subDataSet = new SubDataSet(dataset, null); Object valueAfterFiled = subDataSet.getValueAfterFiled(-1, ""city1""); Assert.assertEquals(""The value of first row on city1 column is value1"", ""value1"", valueAfterFiled); valueAfterFiled = subDataSet.getValueAfterFiled(0, ""city2""); Assert.assertEquals(""The value of second row on city2 column is value4"", ""value4"", valueAfterFiled); valueAfterFiled = subDataSet.getValueAfterFiled(-2, ""city2""); Assert.assertEquals(""The value of -1th row on city2 column is null"", null, valueAfterFiled); valueAfterFiled = subDataSet.getValueAfterFiled(1, ""city2""); Assert.assertEquals(""The value of third row on city2 column is null"", null, valueAfterFiled); }","@Override public Object getValueAfterFiled(int rowNum, String colName) { if (!isInputVialid(rowNum)) { return null; } Record record = this.getRecordList().get(rowNum + 1); Attribute originalAttribute = record.getAttribute(colName); if (this.fillAttributeMap != null) { FilledAttribute filledAttribute = this.fillAttributeMap.get(originalAttribute); if (filledAttribute != null) { return filledAttribute.getValue(); } } return originalAttribute.getValue(); }",NOISE,NOISE,NOISE
"@Test public void validateMixedMinAndMaxByteRestrictionTest() { ValueTokenizer valueTokenizer = new ValueTokenizer(""21""); TadImpl tad = new TadImpl(); tad.setCardinality(10); tad.setType(TscalarImpl.BYTE); tad.setMin(""100""); tad.setMax(""10""); String message = valueTokenizer.validate(tad); assertEquals(""Value 21 is out of range"", message); }","public String validate(KapuaTad ad) { if (values.isEmpty()) { return NULL_VALUE_INVALID; } try { int cardinality = Math.abs(ad.getCardinality()); if (cardinality == 0) { if (values.size() != 1) { return MessageFormat.format(CARDINALITY_VIOLATION, getValuesAsString(), values.size(), 1, 1); } } else if (values.size() > cardinality) { return MessageFormat.format(CARDINALITY_VIOLATION, getValuesAsString(), values.size(), 0, cardinality); } for (String s : values) { if (!ad.getOption().isEmpty() && ad.getOption().stream().filter(option -> s.equals(option.getValue())).count() == 0) { return MessageFormat.format(VALUE_OUT_OF_OPTION, s); } boolean rangeError = false; Object minVal = null; Object maxVal = null; TscalarImpl adScalarType = TscalarImpl.fromValue(ad.getType().value()); switch (adScalarType) { case PASSWORD: case STRING: minVal = ad.getMin() == null ? null : Integer.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Integer.valueOf(ad.getMax()); if (minVal != null && s.length() < (Integer) maxVal) { rangeError = true; } else if (maxVal != null && s.length() > (Integer) maxVal) { rangeError = true; } break; case INTEGER: minVal = ad.getMin() == null ? null : Integer.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Integer.valueOf(ad.getMax()); Integer intVal = Integer.valueOf(s); if (minVal != null && intVal.compareTo((Integer) minVal) < 0) { rangeError = true; } else if (maxVal != null && intVal.compareTo((Integer) maxVal) > 0) { rangeError = true; } break; case LONG: minVal = ad.getMin() == null ? null : Long.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Long.valueOf(ad.getMax()); Long longVal = Long.valueOf(s); if (ad.getMin() != null && longVal.compareTo((Long) minVal) < 0) { rangeError = true; } else if (maxVal != null && longVal.compareTo((Long) maxVal) > 0) { rangeError = true; } break; case DOUBLE: minVal = ad.getMin() == null ? null : Double.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Double.valueOf(ad.getMax()); Double doubleVal = Double.valueOf(s); if (minVal != null && doubleVal.compareTo((Double) minVal) < 0) { rangeError = true; } else if (maxVal != null && doubleVal.compareTo((Double) maxVal) > 0) { rangeError = true; } break; case BOOLEAN: break; case CHAR: minVal = ad.getMin() == null ? null : ad.getMin().charAt(0); maxVal = ad.getMax() == null ? null : ad.getMax().charAt(0); Character charVal = s.charAt(0); if (minVal != null && charVal.compareTo((Character) minVal) < 0) { rangeError = true; } else if (maxVal != null && charVal.compareTo((Character) maxVal) > 0) { rangeError = true; } break; case FLOAT: minVal = ad.getMin() == null ? null : Float.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Float.valueOf(ad.getMax()); Float floatVal = Float.valueOf(s); if (minVal != null && floatVal.compareTo((Float) minVal) < 0) { rangeError = true; } else if (maxVal != null && floatVal.compareTo((Float) maxVal) > 0) { rangeError = true; } break; case SHORT: minVal = ad.getMin() == null ? null : Short.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Short.valueOf(ad.getMax()); Short shortVal = Short.valueOf(s); if (minVal != null && shortVal.compareTo((Short) minVal) < 0) { rangeError = true; } else if (maxVal != null && shortVal.compareTo((Short) maxVal) > 0) { rangeError = true; } break; case BYTE: minVal = ad.getMin() == null ? null : Byte.valueOf(ad.getMin()); maxVal = ad.getMax() == null ? null : Byte.valueOf(ad.getMax()); Byte byteVal = Byte.valueOf(s); if (minVal != null && byteVal.compareTo((Byte) minVal) < 0) { rangeError = true; } else if (maxVal != null && byteVal.compareTo((Byte) maxVal) > 0) { rangeError = true; } break; default: throw new IllegalStateException(); } if (rangeError) { return MessageFormat.format(VALUE_OUT_OF_RANGE, s); } } return """"; } catch (Throwable t) { String message = MessageFormat.format(INTERNAL_ERROR, t.getMessage()); LOG.debug(message, t); return message; } }",CLEAN,NOISE,NOISE
"@Test public void testGetBcc() throws Exception { MessageBuilder builder = MessageBuilder.create(); Assert.assertNull(builder.getBcc()); builder.setField(DefaultFieldParser.parse(""Bcc: john.doe@example.net"")); Assert.assertEquals(""john.doe@example.net"", ((Mailbox) builder.getBcc().get(0)) .getAddress()); }",public AddressList getBcc() { return builder.getBcc(); },CLEAN,CLEAN,CLEAN
"@Test public void shouldIsNullOrGreaterOrEqualToAcceptEqualValue() throws Exception { ValidationUtils.isNullOrGreaterOrEqualTo(0, property, messagePrefix, 0, error); verify(error, times(0)).rejectValue(anyString(), anyString()); }","public static void isNullOrGreaterOrEqualTo(Number value, String property, String messagePrefix, Number min, Errors error) { if (value != null && value.doubleValue() < min.doubleValue()) { error.rejectValue(property, messagePrefix + "" should be a number greater than or equal to "" + min); } }",CLEAN,CLEAN,CLEAN
"@Test public void testReceiveDeltaChange() throws IOException { MenuCommand cmd = protocol.fromChannel(toBuffer(CHANGE_INT_FIELD, ""IC=CA039424|ID=22|TC=0|VC=1|\u0002"")); verifyChangeFields(cmd, ChangeType.DELTA, 1); }","@Override public MenuCommand fromChannel(ByteBuffer buffer) throws IOException { String ty = getMsgTypeFromBuffer(buffer); TagValTextParser parser = new TagValTextParser(buffer); if(DEBUG_ALL_MESSAGES) logger.log(DEBUG, ""Protocol convert in: {0}"", parser); MenuCommandType cmdType = codeToCmdType.get(ty); if(cmdType == null) throw new TcProtocolException(""Protocol received unexpected message: "" + ty); switch (cmdType) { case JOIN: return processJoin(parser); case HEARTBEAT: return processHeartbeat(parser); case BOOTSTRAP: return processBootstrap(parser); case ANALOG_BOOT_ITEM: return processAnalogBootItem(parser); case SUBMENU_BOOT_ITEM: return processSubMenuBootItem(parser); case ENUM_BOOT_ITEM: return processEnumBootItem(parser); case BOOLEAN_BOOT_ITEM: return processBoolBootItem(parser); case LARGE_NUM_BOOT_ITEM: return processLargeNumBootItem(parser); case CHANGE_INT_FIELD: return processItemChange(parser); case TEXT_BOOT_ITEM: return processTextItem(parser); case FLOAT_BOOT_ITEM: return processFloatItem(parser); case ACTION_BOOT_ITEM: return processActionItem(parser); case RUNTIME_LIST_BOOT: return processRuntimeListBoot(parser); case ACKNOWLEDGEMENT: return processAcknowledgement(parser); case PAIRING_REQUEST: return processPairingRequest(parser); case DIALOG_UPDATE: return processDialogUpdate(parser); default: throw new TcProtocolException(""Unknown message type "" + cmdType); } }",NOISE,CLEAN,CLEAN
"@Test public void findsZh() throws IOException { File zh = new File(dir, ""index_zh.html""); zh.createNewFile(); IOException[] mal = { null }; URL url = BrowserBuilder.findLocalizedResourceURL(""index.html"", Locale.SIMPLIFIED_CHINESE, mal, BrowserBuilder.class); assertEquals(url, zh.toURI().toURL(), ""Found one suffix""); }","static URL findLocalizedResourceURL(String resource, Locale l, IOException[] mal, Class<?> relativeTo) { URL url = null; if (l != null) { url = findResourceURL(resource, ""_"" + l.getLanguage() + ""_"" + l.getCountry(), mal, relativeTo); if (url != null) { return url; } url = findResourceURL(resource, ""_"" + l.getLanguage(), mal, relativeTo); } if (url != null) { return url; } return findResourceURL(resource, null, mal, relativeTo); }",CLEAN,CLEAN,CLEAN
"@Test public void testReadUshort() { BaseDexBuffer dexBuf = new BaseDexBuffer(new byte[] {0x11, 0x22}); Assert.assertEquals(dexBuf.readUshort(0), 0x2211); dexBuf = new BaseDexBuffer(new byte[] {0x00, 0x00}); Assert.assertEquals(dexBuf.readUshort(0), 0); dexBuf = new BaseDexBuffer(new byte[] {(byte)0xff, (byte)0xff}); Assert.assertEquals(dexBuf.readUshort(0), 0xffff); dexBuf = new BaseDexBuffer(new byte[] {(byte)0x00, (byte)0x80}); Assert.assertEquals(dexBuf.readUshort(0), 0x8000); dexBuf = new BaseDexBuffer(new byte[] {(byte)0xff, (byte)0x7f}); Assert.assertEquals(dexBuf.readUshort(0), 0x7fff); }",public int readUshort(int offset) { byte[] buf = this.buf; offset += baseOffset; return (buf[offset] & 0xff) | ((buf[offset+1] & 0xff) << 8); },CLEAN,CLEAN,CLEAN
@Test(expected = NullPointerException.class) public void hash_null() { hasher.hash(null); },@Override public String hash(AffMatchAffiliation affiliation) { Preconditions.checkNotNull(affiliation); Preconditions.checkArgument(StringUtils.isNotBlank(affiliation.getOrganizationName())); return stringHasher.hash(affiliation.getOrganizationName()); },NOISE,CLEAN,CLEAN
"@Test public void testExtractFromDocumentWithPublnDateAlreadyDefinedInTargetFormat() throws Exception { String publnDate = ""2000-05-30""; Patent.Builder patentBuilder = parser.parse(buildXMLContentsWithPublnDate(publnDate), getPatentBuilderInitializedWithRequiredFields()); Patent patent = patentBuilder.build(); assertNotNull(patent); assertEquals(""2000-05-30"", patent.getEarliestPublnDate()); }","@Override public Patent.Builder parse(CharSequence source, Patent.Builder patentBuilder) throws PatentMetadataParserException { try { XPath xPath = XPathFactory.newInstance().newXPath(); DocumentBuilder builder = DocumentBuilderFactory.newInstance().newDocumentBuilder(); Document xmlDocument = builder.parse(new InputSource(new StringReader(source.toString()))); patentBuilder.setApplnTitle(extractTrimmedValueForPreferredEnglishLanguage( (NodeList) xPath.compile(XPATH_EXPR_INVENTION_TITLE).evaluate(xmlDocument, XPathConstants.NODESET))); patentBuilder.setApplnAbstract(extractTrimmedValueForPreferredEnglishLanguage( (NodeList) xPath.compile(XPATH_EXPR_ABSTRACT).evaluate(xmlDocument, XPathConstants.NODESET))); CharSequence epoDoc = extractFirstNonEmptyTrimmedTextContent( (NodeList) xPath.compile(xPathExpApplnDocIdEpodoc).evaluate(xmlDocument, XPathConstants.NODESET)); if (StringUtils.isNotBlank(epoDoc)) { patentBuilder.setApplnNrEpodoc(epoDoc); } patentBuilder.setApplnFilingDate(convertDate(extractEarliestDate( (NodeList) xPath.compile(XPATH_EXPR_APLN_DATE).evaluate(xmlDocument, XPathConstants.NODESET)))); patentBuilder.setEarliestPublnDate(convertDate(extractEarliestDate( (NodeList) xPath.compile(XPATH_EXPR_PUBL_DATE).evaluate(xmlDocument, XPathConstants.NODESET)))); List<CharSequence> ipcClasses = extractNonEmptyTrimmedTextContent( (NodeList) xPath.compile(XPATH_EXPR_CLASS_IPC).evaluate(xmlDocument, XPathConstants.NODESET)); if (CollectionUtils.isNotEmpty(ipcClasses)) { patentBuilder.setIpcClassSymbol(ipcClasses); } NodeList epodocNameNodes = (NodeList) xPath.compile(xPathExpApplicantEpodocName).evaluate(xmlDocument, XPathConstants.NODESET); List<CharSequence> applicantEpodocNames = extractNonEmptyTrimmedTextContent(epodocNameNodes); if (CollectionUtils.isNotEmpty(applicantEpodocNames)) { patentBuilder.setApplicantNames(cleanNames(applicantEpodocNames)); patentBuilder.setApplicantCountryCodes(extractCountryCodes(applicantEpodocNames)); } return patentBuilder; } catch (Exception e) { throw new PatentMetadataParserException(""error while parsing XML contents: "" + source, e); } }",NOISE,CLEAN,CLEAN
