target,src_fm
"@Test public void createAlternativeNameMainSectionHashBucketMatcher() { AffOrgMatcher matcher = MainSectionHashBucketMatcherFactory.createAlternativeNameMainSectionHashBucketMatcher(); assertMainSectionHashBucketMatcher(matcher, GetOrgAlternativeNamesFunction.class); AffOrgMatchComputer computer = getInternalState(matcher, AffOrgMatchComputer.class); List<AffOrgMatchVoter> voters = getInternalState(computer, ""affOrgMatchVoters""); assertAlternativeNameMainSectionHashBucketMatcherVoters(voters); }","public static AffOrgMatcher createAlternativeNameMainSectionHashBucketMatcher() { AffOrgHashBucketJoiner mainSectionHashBucketJoiner = createMainSectionAffOrgHashJoiner(new GetOrgAlternativeNamesFunction()); AffOrgMatchComputer mainSectionHashMatchComputer = new AffOrgMatchComputer(); mainSectionHashMatchComputer.setAffOrgMatchVoters(createAlternativeNameMainSectionHashBucketMatcherVoters()); return new AffOrgMatcher(mainSectionHashBucketJoiner, mainSectionHashMatchComputer); }"
"@Test public void generateReport() throws Exception { when(matchedDocOrganizations.count()).thenReturn(199L); doReturn(docIds).when(matchedDocOrganizations).map(Mockito.any()); when(docIds.distinct()).thenReturn(distinctDocIds); when(distinctDocIds.count()).thenReturn(88L); List<ReportEntry> reportEntries = reportGenerator.generateReport(matchedDocOrganizations); assertThat(reportEntries, containsInAnyOrder(createCounterReportEntry(DOC_ORG_REFERENCES, 199), createCounterReportEntry(DOCS_WITH_AT_LEAST_ONE_ORG, 88))); verify(matchedDocOrganizations).map(mapToDocIdFunction.capture()); assertMapToDocIdFunction(mapToDocIdFunction.getValue()); }","public List<ReportEntry> generateReport(JavaRDD<MatchedOrganization> matchedDocOrganizations) { Preconditions.checkNotNull(matchedDocOrganizations); List<ReportEntry> reportEntries = Lists.newArrayList(); long docOrgReferenceCount = matchedDocOrganizations.count(); reportEntries.add(createCounterReportEntry(DOC_ORG_REFERENCES, docOrgReferenceCount)); long docWithAtLeastOneOrgCount = matchedDocOrganizations.map(v->v.getDocumentId()).distinct().count(); reportEntries.add(createCounterReportEntry(DOCS_WITH_AT_LEAST_ONE_ORG, docWithAtLeastOneOrgCount)); return reportEntries; }"
"@Test public void testGetParamValueBlank() throws Exception { String paramName = ""paramName1""; String paramValue = """"; configuration.set(paramName, paramValue); String result = WorkflowRuntimeParameters.getParamValue(paramName, configuration); assertNull(result); }","public static String getParamValue(String paramName, Configuration configuration) { String paramValue = configuration.get(paramName); if (StringUtils.isNotBlank(paramValue) && !UNDEFINED_NONEMPTY_VALUE.equals(paramValue)) { return paramValue; } else { return null; } }"
"@Test public void calcSimilarWordNumber() { List<String> findWords = ImmutableList.of(""electronics"", ""department"", ""university"", ""warsaw""); when(similarityChecker.containsSimilarString(inWords, ""electronics"", MIN_WORD_SIMILARITY)).thenReturn(false); when(similarityChecker.containsSimilarString(inWords, ""departments"", MIN_WORD_SIMILARITY)).thenReturn(false); when(similarityChecker.containsSimilarString(inWords, ""university"", MIN_WORD_SIMILARITY)).thenReturn(true); when(similarityChecker.containsSimilarString(inWords, ""warsaw"", MIN_WORD_SIMILARITY)).thenReturn(true); int numberOfSimilarWords = calculator.calcSimilarWordNumber(findWords, inWords); assertEquals(2, numberOfSimilarWords); }","public int calcSimilarWordNumber(List<String> findWords, List<String> inWords) { Preconditions.checkNotNull(findWords); Preconditions.checkNotNull(inWords); int similarWordCount = 0; for (String word : findWords) { if (similarityChecker.containsSimilarString(inWords, word, minWordSimilarity)) { ++similarWordCount; } } return similarWordCount; }"
"@Test(expected = RuntimeException.class) public void givenANotExistingPath_whenCountFilesIsCalled_thenExceptionIsThrown() throws IOException { HdfsUtils.countFiles(new Configuration(), ""/path/to/dir"", mock(PathFilter.class)); }","public static int countFiles(Configuration hadoopConf, String pathname, PathFilter pathFilter) throws IOException { Path path = new Path(pathname); FileSystem fileSystem = FileSystem.get(hadoopConf); if (fileSystem.exists(path) && fileSystem.isDirectory(path)) { return fileSystem.listStatus(path, pathFilter).length; } throw new RuntimeException(String.format(""Path does not exist or is not a directory: %s"", pathname)); }"
"@Test public void shouldTruncateStringLongerThanThreshold() { String result = StringTruncator.truncateWithoutWordSplit(""abc def ghi"", 6); assertEquals(""abc def"", result); }","public static String truncateWithoutWordSplit(String source, int length) { if (source.length() <= length) { return source; } BreakIterator atWordInstance = BreakIterator.getWordInstance(); atWordInstance.setText(source); return source.substring(0, atWordInstance.following(length)).trim(); }"
"@Test(expected = IllegalArgumentException.class) public void recalculateStrength_DIFFERENT_DOC_ID() { matchedOrganization2.setDocumentId(""OTHER_DOC_ID""); strengthRecalculator.recalculateStrength(matchedOrganization1, matchedOrganization2); }","public MatchedOrganization recalculateStrength(MatchedOrganization match1, MatchedOrganization match2) { Preconditions.checkNotNull(match1); Preconditions.checkNotNull(match2); Preconditions.checkArgument(match1.getDocumentId().equals(match2.getDocumentId())); Preconditions.checkArgument(match1.getOrganizationId().equals(match2.getOrganizationId())); float remainingMatchStrength = 1 - match1.getMatchStrength(); float newMatchStrength = match1.getMatchStrength() + (remainingMatchStrength * match2.getMatchStrength()); return new MatchedOrganization(match1.getDocumentId(), match1.getOrganizationId(), newMatchStrength); }"
"@Test(expected = IllegalArgumentException.class) public void resolveReportCounters_jobLevelCounter_NON_EXISTENT_JOB_ALIAS() { ReportPigCounterMapping counterMapping = new ReportPigCounterMapping(""MAP_INPUT_RECORDS"", ""nonexistentJobAlias"", ""destination.report.param1""); reportPigCountersResolver.resolveReportCounters(pigCounters, Lists.newArrayList(counterMapping)); }","public List<ReportEntry> resolveReportCounters(PigCounters pigCounters, List<ReportPigCounterMapping> reportPigCountersMappings) { List<ReportEntry> reportCounters = Lists.newArrayList(); for (ReportPigCounterMapping counterMapping : reportPigCountersMappings) { String counterValue = extractCounterValue(pigCounters, counterMapping); ReportEntry reportEntry = ReportEntryFactory.createCounterReportEntry(counterMapping.getDestReportCounterName(), Long.valueOf(counterValue)); reportCounters.add(reportEntry); } return reportCounters; }"
"@Test public void testExtractResultId() throws Exception { String objectId = ""resultId::c9db569cb388e160e4b86ca1ddff84d7""; String extractedResultId = ObjectStoreContentProviderUtils.extractResultIdFromObjectId(objectId); assertNotNull(extractedResultId); assertEquals(""50|"" + objectId, extractedResultId); }","public static String extractResultIdFromObjectId(String objectId) { if (objectId!=null && objectId.indexOf(objectIdSeparator)>0) { StringBuffer strBuff = new StringBuffer(); strBuff.append(InfoSpaceConstants.ROW_PREFIX_RESULT); String[] split = objectId.split(objectIdSeparator); if (split.length>=2) { strBuff.append(split[0]); strBuff.append(objectIdSeparator); strBuff.append(split[1]); return strBuff.toString(); } else { throw new RuntimeException(""invalid object identifier: ""); } } else { return null; } }"
"@Test public void createSectionedNameStrictCountryLooseMatchVoter() { AffOrgMatchVoter voter = AffOrgMatchVotersFactory.createSectionedNameStrictCountryLooseMatchVoter(matchStrength, getOrgNamesFunction); assertEquals(matchStrength, voter.getMatchStrength(), PRECISION); assertTrue(voter instanceof CompositeMatchVoter); assertInternalVotersCount(voter, 2); assertTrue(getInternalVoter(voter, 0) instanceof CountryCodeLooseMatchVoter); assertOrgNameVoter(getInternalVoter(voter, 1), SectionedNameStrictMatchVoter.class, getOrgNamesFunction); }","public static AffOrgMatchVoter createSectionedNameStrictCountryLooseMatchVoter(float matchStrength, Function<AffMatchOrganization, List<String>> getOrgNamesFunction) { SectionedNameStrictMatchVoter orgNameVoter = new SectionedNameStrictMatchVoter(); orgNameVoter.setGetOrgNamesFunction(getOrgNamesFunction); CompositeMatchVoter voter = new CompositeMatchVoter(ImmutableList.of(new CountryCodeLooseMatchVoter(), orgNameVoter)); voter.setMatchStrength(matchStrength); return voter; }"
@Test(expected = IllegalArgumentException.class) public void convertValue_NO_APPLICABLE_CONVERTER() { when(converter1.isApplicable(reportEntry.getType())).thenReturn(false); when(converter2.isApplicable(reportEntry.getType())).thenReturn(false); converterManager.convertValue(reportEntry); },"public JsonElement convertValue(ReportEntry reportEntry) { for (ReportValueJsonConverter converter : converters) { if (converter.isApplicable(reportEntry.getType())) { return converter.convertValue(reportEntry); } } throw new IllegalArgumentException(""No suitable converter of report entry with type "" + reportEntry.getType()); }"
"@Test public void testGetCacheLocation() { Path cacheRootDir = new Path(""root""); String cacheId = ""someId""; CacheRecordType cacheRecordType = CacheRecordType.text; Path result = DocumentTextCacheStorageUtils.getCacheLocation(cacheRootDir, cacheId, cacheRecordType); assertNotNull(result); assertEquals(cacheRootDir.toString() + '/' + cacheId + '/' + cacheRecordType.name(), result.toString()); }","public static Path getCacheLocation(Path cacheRootDir, String cacheId, CacheRecordType cacheRecordType) { Preconditions.checkNotNull(cacheRootDir, ""cache root directory cannot be blank!""); Preconditions.checkArgument(StringUtils.isNotBlank(cacheId), ""cache id cannot be blank!""); return new Path(cacheRootDir, new Path(cacheId, cacheRecordType.name())); }"
"@Test public void createNameMainSectionHashBucketMatcher() { AffOrgMatcher matcher = MainSectionHashBucketMatcherFactory.createNameMainSectionHashBucketMatcher(); assertMainSectionHashBucketMatcher(matcher, GetOrgNameFunction.class); AffOrgMatchComputer computer = getInternalState(matcher, AffOrgMatchComputer.class); List<AffOrgMatchVoter> voters = getInternalState(computer, ""affOrgMatchVoters""); assertNameMainSectionHashBucketMatcherVoters(voters); }","public static AffOrgMatcher createNameMainSectionHashBucketMatcher() { AffOrgHashBucketJoiner mainSectionHashBucketJoiner = createMainSectionAffOrgHashJoiner(new GetOrgNameFunction()); AffOrgMatchComputer mainSectionHashMatchComputer = new AffOrgMatchComputer(); mainSectionHashMatchComputer.setAffOrgMatchVoters(createNameMainSectionHashBucketMatcherVoters()); return new AffOrgMatcher(mainSectionHashBucketJoiner, mainSectionHashMatchComputer); }"
@Test public void evaluateConfidenceLevelThresholdShouldReturnNullWhenThresholdIsNull() { assertNull(ConfidenceLevelUtils.evaluateConfidenceLevelThreshold(null)); },public static Float evaluateConfidenceLevelThreshold(String trustLevelThreshold) { if (StringUtils.isNotBlank(trustLevelThreshold) && !WorkflowRuntimeParameters.UNDEFINED_NONEMPTY_VALUE.equals(trustLevelThreshold)) { return Float.parseFloat(trustLevelThreshold) / InfoSpaceConstants.CONFIDENCE_TO_TRUST_LEVEL_FACTOR; } return null; }
"@Test public void convertToMatchableEntity_NULL_RAW_TEXT() { BasicMetadata basicMetadata = BasicMetadata.newBuilder() .setAuthors(Lists.newArrayList(""John Doe"")) .setJournal(""Some Journal"") .setTitle(""Some Title"") .setPages(""55-64"") .setYear(""2002"") .build(); ReferenceMetadata referenceMetadata = ReferenceMetadata.newBuilder() .setPosition(5) .setBasicMetadata(basicMetadata) .setRawText(null) .build(); MatchableEntity actualMatchableEntity = converter.convertToMatchableEntity(""cit_someId"", referenceMetadata); MatchableEntity expectedMatchableEntity = MatchableEntity.fromParameters(""cit_someId"", ""John Doe"", ""Some Journal"", ""Some Title"", ""55-64"", ""2002"", ""John Doe: Some Title. Some Journal (2002) 55-64""); assertTrue(Arrays.equals(actualMatchableEntity.data().toByteArray(), expectedMatchableEntity.data().toByteArray())); }","public MatchableEntity convertToMatchableEntity(String citationId, ReferenceMetadata refMetadata) { BasicMetadata metadata = refMetadata.getBasicMetadata(); String authors = extractAuthors(metadata); String journal = extractJournal(metadata); String pages = extractPages(metadata); String title = extractTitle(metadata); String year = extractYear(metadata); String rawText = StringUtils.isNotBlank(refMetadata.getRawText()) ? refMetadata.getRawText().toString() : (authors + "": "" + title + "". "" + journal + "" ("" + year + "") "" + pages); MatchableEntity entity = MatchableEntity.fromParameters(citationId, authors, journal, title, pages, year, rawText); return entity; }"
"@Test(expected=RuntimeException.class) public void testParseInvalidPage() throws Exception { Gson gson = new Gson(); SoftwareHeritageOriginsImporter.parsePage(""invalid"", gson); }","protected static SoftwareHeritageOriginEntry[] parsePage(String originsPage, Gson gson) { if (StringUtils.isNotBlank(originsPage)) { try { return gson.fromJson(originsPage, SoftwareHeritageOriginEntry[].class); } catch (JsonSyntaxException e) { throw new RuntimeException(""invalid page contents: \n"" + originsPage, e); } } else { return new SoftwareHeritageOriginEntry[0]; } }"
"@Test(expected=IllegalArgumentException.class) public void testToSchemaForNotExistingPrimitive() throws Exception { AvroUtils.toSchema(""org.apache.avro.Schema.Type.NON_EXISTING""); }","public static Schema toSchema(String typeName) { Schema schema = null; if(typeName.startsWith(primitiveTypePrefix)){ String shortName = typeName.substring( primitiveTypePrefix.length(), typeName.length()); schema = getPrimitiveTypeSchema(shortName); } else { schema = getAvroClassSchema(typeName); } return schema; }"
